Column1,Type_Food,Name_Food,ingredint0,ingredint1,ingredint2,ingredint3,ingredint4,ingredint5,ingredint6,ingredint7,ingredint8,ingredint9,ingredint10,ingredint11,ingredint12,ingredint13,ingredint14,ingredint15,ingredint16,ingredint17,ingredint18,ingredint19,ingredint20,ingredint21,ingredint22,ingredint23,ingredint24,ingredint25
3,นึ่ง,ขนมหัวมันหน้ากะทิ,หัวมันสัมปะหลัง,เกลือ,แป้งมัน,น้ำตาล,น้ำเปล่า,หัวกะทิ,เกลือ,แป้งข้าวจ้าว,,,,,,,,,,,,,,,,,,
4,นึ่ง,ข้าวเหนียวปิ้งไส้กุ้ง,ข้าวเหนียว,หัวกะทิ,เกลือ,กุ้งแห้ง,รากผักชี,พริกไทย,กระเทียม,น้ำตาลปี๊บ,เกลือ,เนื้อมะพร้าวขูด,หัวกะทิ,สีผสมอาหาร,พริกไทยป่น,ใบตองและไม้กลัดสำหรับห่อข้าวเหนียว,,,,,,,,,,,,
5,นึ่ง,ปากหม้อญวน,แป้งข้าวจ้าว,แป้งมัน,แป้งเท้ายายม่อม,น้ำเปล่า,เกลือ,กะทิ,น้ำตาล,,,,,,,,,,,,,,,,,,,
6,นึ่ง,ขนมข้าวเกรียบอ่อน,ถั่วเขียวผ่าสีซีก,เนื้อมะพร้าวขูด,น้ำตาล,แป้งข้าวเจ้า,แป้งเท้ายายม่อม,แป้งมัน,หัวกะทิ,งาดำคั่ว,น้ำใบเตยคั้นสด,มะพร้าวขูดผอย,,,,,,,,,,,,,,,,
7,นึ่ง,บ๊ะจ่าง,เผือก,น้ำตาลปี๊บ,เกลือ,ใบไผ่,ข้าวเหนียวเคี้ยวงู,เห็ดหูหนู,พุตทราจีน,แป๊ะก๋วย,ไข่ไก่,เก๊าลัดคั่ว,หมู,ไชโป้ว,กระเทียม,พริกไทย,ถั่วลิสง,เม็ดบัว,น้ำมันพืชสำหรับผัด,กุ้งแห้ง,ซอสน้ำมันหอย,ซีอิ้วขาว,น้ำตาล,เกลือ,,,,
8,นึ่ง,หมูยอ,หมู,มันหมู,น้ำแข็งป่น,เกลือ,พริกไทย,ฟอสเฟต,น้ำเปล่า,ซอสปรุงรส,แป้งมัน,,,,,,,,,,,,,,,,,
9,นึ่ง,หูหมูแก้ว,หูหมู,ใบกระวาน,อบเชย,พริกไทย,ลูกกระวาน,โป๊ยกั๊ก,กระเทียม,รากผักชี,เกลือ,น้ำตาล,ซอสปรุงรส,ซีอิ่วขาว,ซีอิ้วดำ,น้ำจิ้มแจ่ว,ใบตอง,,,,,,,,,,,
11,นึ่ง,ปากหม้อญวน,แป้งข้าวจ้าว,แป้งมัน,แป้งเท้ายายม่อม,น้ำเปล่า,เกลือ,กะทิ,น้ำตาล,น้ำเชื่อม,น้ำปลา,เกลือ,พริกสด,มะนาว,หอมแดงเจียว ,หมูยอ,หมูสับ,ต้นหอม,รากผักชี,ซอสหอยนางรม,ซอสปรุงรส,หม้อต้มสำหรับนึ่ง,,,,,,
12,นึ่ง,ปลาดอลลี่นึ่งมะนาว,เนื้อปลาดอรี่,น้ำปลา,ซอสถั่วเหลือง,มะนาว,น้ำตาล,น้ำซุป,กระเทียม,พริกสด,มะนาว,ผักชี,,,,,,,,,,,,,,,,
13,นึ่ง,ไก่นึ่งซีอิ้ว,ไก่,ซีอิ้วขาว,ซอสหอยนางรม,น้ำตาล,ซอสปรุงรส,พริกไทย,ขิง,เห็ดหอม,คื่นฉ่าย,,,,,,,,,,,,,,,,,
14,นึ่ง,ขนมเรไรหน้าปู,แป้งข้าวเจ้า,แป้งเท้ายายม่อม,น้ำเปล่า,กะทิ,เนื้อปู,กุ้ง,ถั่วเขียว,หอมแดงเจียว ,กระเทียมเจียว,ถั่วเขียว,พริกป่น,น้ำตาลปี๊บ,น้ำปลา,น้ำมะขามเปี๊ยก,มะนาว,น้ำมะกรูด,,,,,,,,,,
15,นึ่ง,มะระอบไอน้ำ,มะระสด,หมู,มันหมู,ซอสน้ำมันหอย,ซอสปรุงรส,ซีอิ้วขาว,พริกไทย,รากผักชี,เห็ดหอม,วุ้นเส้น,เกลือ,,,,,,,,,,,,,,,
16,นึ่ง,บั๋นไตแม่ว,แป้งสาคู,น้ำร้อน,หมูสับ,เห็ดหูหนูแห้ง,หน่อไม้ดอง,เกลือ,น้ำตาล,ซอสหอยนางรม,พริกไทย,ซอสถั่วเหลือง,หอมแดง,กระเทียม,น้ำมัน,,,,,,,,,,,,,
17,นึ่ง,ข้าวเหนียวนึ่งถั่วเขียว,ข้าวเหนียว,ถั่วเขียว,,,,,,,,,,,,,,,,,,,,,,,,
18,นึ่ง,ข้าวเหนียวนึ่ง กับงาคั่ว,ข้าวเหนียว,งา,น้ำตาล,เกลือ,,,,,,,,,,,,,,,,,,,,,,
19,นึ่ง,ปลากะพงนึ่งมะนาว,ปลากะพง,น้ำปลา,ซอสถั่วเหลือง,มะนาว,น้ำตาล,น้ำซุป,กระเทียม,พริกสด,มะนาว,ผักชี,,,,,,,,,,,,,,,,
20,นึ่ง,ข้าวเหนียวดอกโสน,ข้าวเหนียว,หัวกะทิ,เกลือ,ดอกโสน,เนื้อมะพร้าวขูด,น้ำตาล,,,,,,,,,,,,,,,,,,,,
21,นึ่ง,ห่อหมกปลาหมึก,ปลาหมึก,เนื้อปลากราย,พริกแกงเผ็ด,น้ำปลา,หัวกะทิ,หางกะทิ,ใบมะกรูด,ใบโพระพา,พริกสด,ใบยอ,,,,,,,,,,,,,,,,
22,นึ่ง,กะหล่ำปลีม้วน,กะหล่ำปลี,หมูสับ,เห็ดหูหนู,หอมหัวใหญ่,ซอสถั่วเหลือง,พริกไทย,ซอสมะเขือเทศ,เกลือ,น้ำตาล,,,,,,,,,,,,,,,,,
23,นึ่ง,บั๋นจึง,ข้าวเหนียว,ถั่วเขียว,หมูสามชั้น,ซอสหอยนางรม,ซอสถั่วเหลือง,พริกไทย,เกลือ,น้ำตาล,ใบตอง,,,,,,,,,,,,,,,,,
24,นึ่ง,ห่อหมกมะพร้าวอ่อน,เนื้อปลาช่อน,เนื้อปลากราย,มะพร้าวอ่อน,พริกแกงเผ็ด,น้ำปลา,หัวกะทิ,หางกะทิ,ใบมะกรูด,ใบโพระพา,พริกสด,ใบยอ,,,,,,,,,,,,,,,
25,นึ่ง,ปลาเก๋าลวกจิ้ม,เนื้อปลาเก๋า,ใบมะกรูด,เกลือ,ตะไคร้,คื่นฉ่าย,หอมแดงเจียว ,น้ำจิ้มลวกจิ้ม,,,,,,,,,,,,,,,,,,,
26,นึ่ง,ไข่ตุ๋นนมสด,ไข่ไก่,นมสด,พริกไทย,น้ำปลา,แครอท,เม็ดข้าวโพด,บอคโคลี่,กุ้ง,,,,,,,,,,,,,,,,,,
27,นึ่ง,กุ้งนึ่งนมสด,กุ้ง,ไข่ไก่,นมสด,ซีอิ้วขาว,ซอสน้ำมันหอย,พริกไทย,ต้นหอม,น้ำเปล่า,,,,,,,,,,,,,,,,,,
28,นึ่ง,ปลานิลนึ่งเต้าซี่,ปลานิล,เต้าซี่,เห็ดหอม,ขิง,ซอสน้ำมันหอย,กระเทียม,ซอสถั่วเหลือง,น้ำตาล,ต้นหอม,พริกสด,,,,,,,,,,,,,,,,
29,นึ่ง,หมกปลาซิว,ปลาซิว,ผักชี,ต้นหอม,พริกสด,น้ำปลา,ตะไคร้,ใบแมงลัก,เกลือ,ข้าวเบือ,,,,,,,,,,,,,,,,,
30,นึ่ง,ไก่นึ่งอีสาน,ไก่,หอมแดง,กระเทียม,รากผักชี,ข่า  ,ตะไคร้,เกลือ,น้ำตาล,ใบมะกรูด,,,,,,,,,,,,,,,,,
31,นึ่ง,ขนมกล้วย,กล้วยน้ำว้า,แป้งข้าวจ้าว,น้ำตาล,แป้งเท้ายายม่อม,แป้งมัน,เนื้อมะพร้าวทึนทึกขูด,หัวกะทิ,เกลือ,,,,,,,,,,,,,,,,,,
32,นึ่ง,ขนมกล้วย,กล้วยน้ำว้า,แป้งข้าวจ้าว,น้ำตาล,แป้งเท้ายายม่อม,แป้งมัน,เนื้อมะพร้าวทึนทึกขูด,หัวกะทิ,เกลือ,,,,,,,,,,,,,,,,,,
33,นึ่ง,กุ้งนึ่งกระเทียมโทน,กุ้ง,กระเทียม,รากผักชี,กระเทียมดอง,คื่นฉ่าย,น้ำซุปกระดูกหมู,น้ำตาล,ซีอิ๊วขาว,ซอสปรุงรส,เหล้าจีน,,,,,,,,,,,,,,,,
34,นึ่ง,ปลากะพงนึ่งมะนาว,ปลากะพง,น้ำปลา,ซอสถั่วเหลือง,มะนาว,น้ำตาลปี๊บ,น้ำซุปกระดูก,กระเทียม,พริกขี้หนู,มะนาว,ผักชี,,,,,,,,,,,,,,,,
35,นึ่ง,ข้าวมันไก่สิงคโปร์,ไก่,ข้าวมัน,แตงกวา,หอมแดงเจียว,น้ำซุปไก่,น้ำจิ้มข้าวมันไก่,,,,,,,,,,,,,,,,,,,,
36,นึ่ง,ห่อหมกทะเล,กุ้ง,ปลาหมึก,หอยนางรม,เนื้อปู,เนื้อปลากราย,มะพร้าวอ่อน,น้ำตาลปี๊บ,พริกแกงเผ็ด,น้ำปลา,หัวกะทิคั้นสด,หางกะทิ,ใบมะกรูด,ใบโพระพา,พริกชี้ฟ้า,ใบยอ,,,,,,,,,,,
37,นึ่ง,ซาลาเปา หมูสับ,หมู,มันหมู,หอมแดง,กระเทียม,พริกไทย,ซอสถั่วเหลือง,ซอสเห็ดหอม,ไข่ไก่,แป้งหมี่,ยีส,น้ำตาล,น้ำมันพืช,เกลือ,น้ำเปล่า,,,,,,,,,,,,
